person_name,user_name,email, personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Brăduț Preda,brăduțpreda,brăduțpreda@141.ro,1530927126124,1926-05-16,"Aleea Xenia Stancu, Deta, 428121",0749 169 837,5a:7b:5a:bb:09:fa,59.129.115.143,RO42SLBT7918058597314992,2025-04-07 14:30:10,3157,564,616,1990537,f773dbf8-baa2-457f-8ab2-dd6633f2a0dd
Darius Voinea,dariusvoinea,dariusvoinea@gmail.com,1471111370862,1940-09-24,"Bulevardul Ardelean Nr. 37 Bl. 86  Sc. 52 Ap. 790, Pancota, 678224",0755 961 005,b6:8c:ab:b0:ec:75,142.250.134.183,RO59IBDE8027853087234173,2025-04-07 14:30:10,32004,189,656,1106914,9002e6d9-abfd-42c2-9721-94b018ba6e39
Gabi Voinea,gabivoinea,gabivoinea@email.ro,7280128378402,1964-03-17,"Strada Stancu Nr. 611, Cugir, 701888",0762 147 392,be:ae:27:0c:da:dc,220.186.21.36,RO75DTSM9690351776935372,2025-04-07 14:30:10,26532,486,91,1179561,b0b456ff-6ab9-4e31-98f3-93a678bb5289
Ofelia Nemeș,ofelianemeș,ofelianemeș@email.ro,5281219262088,1909-05-03,"Bulevardul Dochioiu, Dobroesti, 677655",0739 730 208,12:30:29:08:22:92,190.218.35.185,RO57YFZF9089013259097359,2025-04-07 14:30:10,16985,359,250,815200,d4ea5986-ccb6-4853-82c4-a6464f5f96e9
Grigore Popescu,grigorepopescu,grigorepopescu@kappa.ro,5701031244800,1923-04-14,"Soseaua Diaconu Nr. 307 Bl. 81  Sc. 88 Ap. 439, Giarmata, 108867",0257 054 217,f8:1c:27:78:bf:f6,184.122.41.64,RO41LHPI5707775374532527,2025-04-07 14:30:10,8147,560,359,726096,0ce46b29-d92a-4137-b735-ecd3eb30f741
Jenel Ababei,jenelababei,jenelababei@kappa.ro,2320122406105,2003-06-08,"Intrarea Diaconu, Tunari, 860024",0769 398 625,c6:a1:c2:13:e0:f4,49.255.154.132,RO54NWBM6567727801216670,2025-04-07 14:30:10,12304,636,464,323587,a033a2eb-2347-4279-88ca-3cc63e04fa45
Ofelia Dima,ofeliadima,ofeliadima@kappa.ro,2520415116316,2020-09-20,"Aleea Tomescu Nr. 468, Reghin, 830333",0747 670 442,aa:05:23:89:97:76,219.104.143.223,RO23OERQ1979981278241240,2025-04-07 14:30:10,9432,380,328,1034531,2d72542c-fd63-4c54-a368-1ab2e5b29d4e
Catinca Florea,catincaflorea,catincaflorea@zzup.ro,6090825362448,1969-07-03,"Soseaua Mitruț Dochioiu, Iasi, 204630",0764 334 794,14:12:37:26:7c:4d,209.10.133.67,RO50TPUT2671117598821380,2025-04-07 14:30:10,35660,137,670,1858389,861b2e74-b2f1-4168-9653-e78d17274092
Ionel Suciu,ionelsuciu,ionelsuciu@gmail.com,3770810082290,1939-10-21,"Aleea Toma Nr. 961, Adjud, 808914",0242 002 340,60:d5:f8:f2:cf:c6,58.85.244.66,RO72XWFQ3233958291595882,2025-04-07 14:30:10,13764,461,57,1331197,58d1d01e-7ba3-4a2b-9c5f-8222af9ac9f3
Sava Ioniță,savaioniță,savaioniță@kappa.ro,1940810382821,2004-08-17,"Strada Tiberia Dinu Nr. 635 Bl. 11  Sc. 36 Ap. 733, Targu Ocna, 182699",0742 005 464,10:94:23:58:24:ab,223.152.43.203,RO17HLRZ6059813914891398,2025-04-07 14:30:10,5644,552,98,1344471,fcc47858-ed5d-43b1-aed5-66be0f29d6bc
Victoria Pușcașu,victoriapușcașu,victoriapușcașu@acasa.ro,5110316457514,2012-04-12,"Intrarea Dochioiu, Poiana Mare, 823066",0261 720 248,5e:dc:f6:93:7d:e0,193.30.181.214,RO72MVSL4945597704884162,2025-04-07 14:30:10,33560,363,631,895726,8480321b-58c0-4f88-9628-e396b29d9987
Cristina Stan,cristinastan,cristinastan@acasa.ro,6220130069115,1972-02-24,"Aleea Mazilescu, Motru, 538789",0753 823 103,46:f3:78:f2:78:3e,126.156.165.125,RO36AFCP0284240210251543,2025-04-07 14:30:10,1934,849,133,412090,4c21e1e5-d15d-47e5-92bd-6dd55f4a044b
Nicodim Stănescu,nicodimstănescu,nicodimstănescu@post.ro,1600225011810,2008-07-29,"Soseaua Voinea, Lipova, 458205",0262 104 550,ca:00:65:36:37:2e,7.29.105.197,RO96GAGU1739694334306694,2025-04-07 14:30:10,23720,96,454,75246,1a3492aa-5e81-44e2-a7a5-0f7c157a3cba
Ludovic Manole,ludovicmanole,ludovicmanole@kappa.ro,6140916177898,1925-12-03,"Drumul Nemeș Nr. 61, Dancu, 212291",0752 876 958,36:fd:b2:d1:7d:43,211.79.179.109,RO62CGIF0058460175034158,2025-04-07 14:30:10,12467,540,332,537178,d271af0e-8645-4b72-9deb-c3bade8958fc
Sinică Diaconescu,sinicădiaconescu,sinicădiaconescu@acasa.ro,8290119271711,1975-03-26,"Intrarea Liana Popa, Negresti, 350388",0752 313 219,8e:69:fb:e6:2d:8f,43.150.248.161,RO26ULLZ9797904725565516,2025-04-07 14:30:10,27529,540,466,70029,f918f459-2914-4cd6-bf08-5b2f29f45a1d
Doriana Stănescu,dorianastănescu,dorianastănescu@kappa.ro,1100431282409,2024-01-05,"Aleea Tudor Nr. 816 Bl. 91  Sc. 82 Ap. 405, Alba Iulia, 512012",0258 922 225,0a:56:da:ab:6c:a4,91.89.177.170,RO05GNIT9723038615740203,2025-04-07 14:30:10,1063,923,761,1432779,fabd970c-d3a5-4da9-8d15-b497b3bc3aa9
Coralia Gheorghiu,coraliagheorghiu,coraliagheorghiu@post.ro,6001130130092,1920-01-13,"Drumul Manole Nr. 81, Darmanesti, 603069",0250 915 855,82:73:b7:1d:36:2d,147.180.211.31,RO53OPDD1215344176391764,2025-04-07 14:30:10,33089,912,372,115482,afb82d1d-d921-49c4-8856-0a2a91cb450c
Mioara Nistor,mioaranistor,mioaranistor@post.ro,3361125085318,1995-10-24,"Drumul Cristea Nr. 455, Fieni, 754818",0262 631 882,50:8b:71:50:b9:91,51.168.238.61,RO63XSVD7311014781544156,2025-04-07 14:30:10,1112,709,62,1668165,464a5568-e17e-4fa9-803b-d0e82355824a
Octaviana Popescu,octavianapopescu,octavianapopescu@kappa.ro,3580922465847,1979-08-23,"Bulevardul Răzvan Ionescu Nr. 792 Bl. 10  Sc. 82 Ap. 373, Odorheiu Secuiesc, 256466",0724 502 860,c0:b1:b3:b8:20:af,106.29.122.95,RO51JDFU2448782012843352,2025-04-07 14:30:10,20058,883,286,1917079,74cf9e52-ff6e-43ec-b14a-c047f69cdb3b
Timotei Manole,timoteimanole,timoteimanole@141.ro,8011218386601,1994-05-22,"Aleea Tudor, Dobroesti, 115179",0256 118 603,10:fb:3b:ab:d4:76,76.10.172.36,RO15GTLK6372763378181560,2025-04-07 14:30:10,6764,863,132,1714939,1fe0d546-e565-4b93-9d26-8fcf7b538960
Evelina Stan,evelinastan,evelinastan@acasa.ro,7870114069730,1913-11-01,"Strada Diaconu Nr. 81, Corund, 670389",0725 720 751,f6:42:13:6e:5b:92,12.104.142.190,RO88DOFB9958342421222338,2025-04-07 14:30:10,12969,148,364,1728492,af55a8ee-9cb7-41c6-af8d-b41f446672e1
Crina Diaconescu,crinadiaconescu,crinadiaconescu@post.ro,7800423275517,1925-11-27,"Intrarea Stănescu Nr. 591, Bacau, 858959",0265 626 100,a8:51:b7:60:d2:df,122.208.209.221,RO12LAYV2522996156710721,2025-04-07 14:30:10,1442,746,332,1371474,0a2b30fe-8c4d-473c-8cae-bc3e2b937fc0
Semenica Popescu,semenicapopescu,semenicapopescu@acasa.ro,6581122528511,1948-02-20,"Bulevardul Ardelean Nr. 84 Bl. 15  Sc. 49 Ap. 435, Turda, 188021",0752 807 871,a8:94:35:23:1b:74,220.35.148.0,RO58YOOW5188311219100150,2025-04-07 14:30:10,2786,643,520,574626,87cf70af-2d0d-4d6b-af1d-66d5b5f17619
Ilarion Popescu,ilarionpopescu,ilarionpopescu@gmail.com,1850213137557,1966-06-24,"Intrarea Albu Nr. 566, Cajvana, 781537",0258 695 032,e4:f5:99:e5:29:dc,27.190.183.183,RO33DBPM1551950541597997,2025-04-07 14:30:10,28376,978,257,867497,35a681dd-303b-4719-b7f2-54f7f7d4cab9
Lelia Voinea,leliavoinea,leliavoinea@email.ro,7250129137777,1994-04-26,"Bulevardul Robert Stoica, Fagetel (Remetea), 405784",0727 666 696,30:3f:b1:f9:29:28,131.195.131.51,RO95HINH3413344326300662,2025-04-07 14:30:10,30589,907,300,1044391,b3554a82-62c2-487f-b60a-b78ee947c62c
Dochia Ioniță,dochiaioniță,dochiaioniță@zzup.ro,7580124277834,1935-06-28,"Bulevardul Elodia Mocanu Nr. 12, Corabia, 401920",0247 427 697,ae:82:fa:5b:13:cf,46.116.244.174,RO27AYRK1151817329921379,2025-04-07 14:30:10,34474,691,735,938612,1772257c-cfcb-4dbb-be5b-b5ad729e9469
Octav Niță,octavniță,octavniță@kappa.ro,8090417464007,2001-08-18,"Bulevardul Stănescu, Alba Iulia, 920660",0242 177 006,08:28:79:92:94:8e,150.121.49.244,RO13UHVG0775180566151611,2025-04-07 14:30:10,10046,350,326,472337,4361604a-f90a-42f1-89bd-4bcbb1dd6e13
Heracleea Eftimie,heracleeaeftimie,heracleeaeftimie@gmail.com,8100606444522,1966-03-09,"Bulevardul Dobre, Ramnicu Valcea, 177322",0232 152 043,24:6c:3a:50:05:c1,93.80.132.153,RO77NVWQ2857852548110905,2025-04-07 14:30:10,15550,954,122,1792744,0af41d44-1d68-4182-b906-8b728488410c
Maria Dinu,mariadinu,mariadinu@141.ro,7950801150725,1952-02-12,"Drumul Marin Nr. 85 Bl. 86  Sc. 23 Ap. 490, Corund, 921663",0759 008 302,6e:23:65:e0:b5:ad,5.251.1.96,RO17KWSJ6412364505240579,2025-04-07 14:30:10,13035,933,45,1233355,6da61bc1-2975-4821-b267-bf8e3500c9ca
Adina Dobre,adinadobre,adinadobre@post.ro,6390323303451,1998-12-18,"Drumul Florența Dima Nr. 394, Curcani, 240787",0757 290 496,d6:d3:3f:27:bf:fd,142.242.167.90,RO83FOYW1623722103815616,2025-04-07 14:30:10,12987,157,291,23599,525ce642-6b33-4cee-ac61-f57d3a5e13ca
Evelina Nistor,evelinanistor,evelinanistor@gmail.com,7870719295764,1991-01-07,"Bulevardul Letiția Albu Nr. 842 Bl. 68  Sc. 72 Ap. 875, Odobesti, 241179",0788 222 454,c4:27:00:60:38:d7,140.116.132.235,RO23VXIK2786856406517806,2025-04-07 14:30:10,35823,663,272,1090528,64f7ecb0-de35-4e18-a2e6-32b40df2228f
Veronica Voinea,veronicavoinea,veronicavoinea@gmail.com,3090121292291,1968-10-05,"Drumul Mocanu Nr. 196, Sighetu Marmatiei, 518017",0736 329 840,04:21:44:5b:eb:e3,216.210.63.189,RO38FEGK3345433824544602,2025-04-07 14:30:10,33946,103,681,1258478,69e7138e-fb1b-418f-96fe-e2af4efd3186
Savina Ene,savinaene,savinaene@email.ro,1690128198275,1979-04-20,"Intrarea Aanei, Sangeorz-Bai, 661215",0784 975 045,58:d3:a3:c4:a4:da,156.13.57.237,RO04FNTQ2665855315480296,2025-04-07 14:30:10,13570,843,305,1000512,05527bf4-0643-40f1-927c-e4dc682820f1
Iancu Tabacu,iancutabacu,iancutabacu@141.ro,6530610272738,2000-07-16,"Strada Tabacu, Pecica, 517232",0256 602 360,44:d5:cb:41:80:d4,103.75.100.242,RO04GNBR5193504458040280,2025-04-07 14:30:10,29596,716,737,1059308,149c7f37-8156-4085-bedb-cb4ac9e9ff7a
Venera Ionescu,veneraionescu,veneraionescu@zzup.ro,5150823077615,1970-07-03,"Aleea Diaconescu Nr. 89, 1 Decembrie, 835249",0727 223 157,3a:0f:22:76:0c:d8,71.159.105.29,RO75BRGL0058856812979467,2025-04-07 14:30:10,22317,902,535,1445076,898f3f28-1fe3-48b7-84f6-431de3690ef5
Adonis Cristea,adoniscristea,adoniscristea@gmail.com,6140603341195,1989-04-01,"Bulevardul Tudor Nr. 73 Bl. 10  Sc. 25 Ap. 866, Targu Jiu, 210648",0237 136 899,32:e5:f3:60:78:14,96.115.89.180,RO91SNQW0018592813450267,2025-04-07 14:30:10,21154,652,672,1303136,cbe8b800-0da8-4bdc-8809-65ae2132d993
Svetlana Dinu,svetlanadinu,svetlanadinu@email.ro,7550304094625,2000-07-03,"Soseaua Clara Diaconescu Nr. 51, Bolintin-Vale, 300597",0761 591 612,f0:dd:6d:c5:8f:ba,49.105.254.196,RO77ARMA0430767789566272,2025-04-07 14:30:10,27736,788,646,1008049,e5894696-0472-4760-a995-79165f0c52f9
Georgiana Dinu,georgianadinu,georgianadinu@acasa.ro,6300830212841,1922-11-13,"Intrarea Svetlana Dima Nr. 654, Calarasi, 676096",0733 292 444,e8:10:54:1d:71:03,89.28.254.123,RO63JJBU6142833260121371,2025-04-07 14:30:10,5870,309,765,1090878,e48b3891-4e94-4e17-8c4e-8d8eb92b63b4
Bartolomeu Stoica,bartolomeustoica,bartolomeustoica@141.ro,7601014140221,2005-11-22,"Strada Norica Stoica Nr. 282, Adjud, 708674",0742 882 766,0a:27:5e:57:41:0b,209.141.45.235,RO61QRPB2638456925160663,2025-04-07 14:30:10,6793,840,569,1419092,927129bc-c539-4597-9dbf-c44ba70fef50
Stancu Stoica,stancustoica,stancustoica@post.ro,1450111358195,2017-08-23,"Intrarea Diaconescu Nr. 152, Bacau, 266013",0759 730 412,90:f8:b3:39:83:06,175.208.54.17,RO78SHSW1185783914957721,2025-04-07 14:30:10,34411,519,629,1569724,eef16f88-ae8b-4d0c-81db-460f0a135e35
Rodica Marin,rodicamarin,rodicamarin@post.ro,3760826458971,1992-03-06,"Aleea Teodosia Toma Nr. 451, Insuratei, 538445",0233 876 216,bc:59:02:5b:39:09,17.46.35.234,RO86QWVO8471452495833375,2025-04-07 14:30:10,19865,677,355,783320,1deb80cc-9f9f-4473-b14b-9aec4f52af1a
Florea Nistor,floreanistor,floreanistor@post.ro,6620817044639,1975-11-24,"Drumul Suciu, Campulung Moldovenesc, 761554",0736 652 200,48:34:98:e3:95:d0,119.241.54.126,RO53KNMP3538114107514082,2025-04-07 14:30:10,19345,28,285,1480744,6b8c2d54-349e-4ba3-92cd-a986e2d38583
Vincențiu Mocanu,vincențiumocanu,vincențiumocanu@email.ro,8170616294549,1983-12-08,"Soseaua Dinu Nr. 32 Bl. 68  Sc. 37 Ap. 682, Navodari, 309199",0741 638 438,a4:d7:4c:ff:ce:d8,185.71.124.204,RO46FLFF3535607644645825,2025-04-07 14:30:10,16662,400,428,1388728,a1552ca6-c6d4-4398-b03a-598918833292
Ludovica Florea,ludovicaflorea,ludovicaflorea@email.ro,3640815366927,2002-05-11,"Strada Diaconescu Nr. 598 Bl. 61  Sc. 48 Ap. 250, Seini, 764625",0238 912 574,d8:59:e6:f1:95:df,160.111.97.182,RO90CQOM3527495985963847,2025-04-07 14:30:10,8258,704,578,537587,89579461-c503-4b84-be36-7c5933214cad
Nidia Dumitrescu,nidiadumitrescu,nidiadumitrescu@gmail.com,3080716365541,1964-02-08,"Intrarea Nemeș Nr. 960, Segarcea, 706839",0740 213 407,c8:57:6a:eb:51:50,178.37.166.252,RO56KTXM9208822246143660,2025-04-07 14:30:10,34281,263,93,1925712,332489a0-6d77-4d50-9050-8bbb71cd6efb
Dana Suciu,danasuciu,danasuciu@email.ro,8750111179653,1959-09-07,"Aleea Octavian Ionescu Nr. 497, Deta, 634938",0759 546 678,da:54:6b:b4:f1:c8,129.1.207.92,RO24ABGQ7380463281832793,2025-04-07 14:30:10,35853,551,583,343855,f65421bb-1c19-43c3-b834-60cce4da5e96
Cornel Florea,cornelflorea,cornelflorea@acasa.ro,4080827190117,1950-12-10,"Intrarea Oprea Nr. 183, Comanesti, 569014",0761 071 935,10:ae:f0:76:b7:08,128.236.98.225,RO90TLDV4932876947314095,2025-04-07 14:30:10,23919,767,142,836477,36accaef-2484-4135-b1c0-0e4243a1c3b8
Anda Stan,andastan,andastan@141.ro,8690629071808,2020-07-16,"Bulevardul Mazilescu Nr. 34, Botosani, 335489",0267 737 260,28:d1:5c:83:56:f8,189.234.180.146,RO62LOPD9264105294025667,2025-04-07 14:30:10,8268,768,347,998561,df937b78-8e74-4a0e-8113-256888c06cbe
Alis Ioniță,alisioniță,alisioniță@email.ro,6940909394128,2003-12-06,"Intrarea Tomescu, Rasnov, 923122",0728 066 807,bc:e7:db:6f:5e:ee,149.28.21.14,RO23SUJP5658511130854712,2025-04-07 14:30:10,15226,385,352,324922,8462e857-d893-4fc7-9e8a-aaa1a9461177
Antonela Dumitrescu,antoneladumitrescu,antoneladumitrescu@acasa.ro,7080313219188,1976-12-08,"Aleea Nistor, Toflea, 396190",0754 622 074,e4:dc:d7:1d:5b:42,31.113.238.185,RO85KYUE4710419507275763,2025-04-07 14:30:10,10966,593,525,795950,8865fdc2-4254-4d05-9f8a-a802b9a98b06
Dragoș Mazilescu,dragoșmazilescu,dragoșmazilescu@email.ro,1471016098868,1932-03-26,"Intrarea Nemeș Nr. 53, Caransebes, 479610",0746 126 109,1e:c5:41:a6:2f:6a,18.123.71.81,RO02AERV0156860292412398,2025-04-07 14:30:10,35708,17,718,310136,5af31966-e3f6-4f0d-9d0c-107b2c691d30
Virginia Voinea,virginiavoinea,virginiavoinea@post.ro,2370422217326,1993-07-29,"Drumul Mocanu Nr. 851, Petrosani, 572940",0252 156 756,a2:6c:29:db:1c:08,202.6.33.49,RO74ULBS2926473671955223,2025-04-07 14:30:10,33835,156,196,1199802,6c7fcb68-a77b-477d-9435-e1698cec6c95
Vasile Tudor,vasiletudor,vasiletudor@post.ro,1440826427387,1976-12-31,"Bulevardul Diaconu Nr. 50, Eforie Nord, 544173",0238 251 334,a4:71:af:19:ae:a8,201.180.49.88,RO53QXBB9312392917810298,2025-04-07 14:30:10,31828,317,271,121111,e756bc4f-917f-4026-9d65-cdd149db31e3
Anastasia Florea,anastasiaflorea,anastasiaflorea@email.ro,7020131304898,2001-11-15,"Drumul Alma Cristea Nr. 768 Bl. 81  Sc. 33 Ap. 702, Dragalina, 298965",0266 749 163,46:8a:86:95:3e:48,24.68.183.93,RO02UECP2238075062882501,2025-04-07 14:30:10,31462,5,226,1042985,1a23c9f7-251f-4af7-8c11-8857ff049992
Irina Tabacu,irinatabacu,irinatabacu@acasa.ro,3520901299895,1990-06-16,"Strada Diaconu Nr. 643 Bl. 44  Sc. 71 Ap. 451, Iernut, 509351",0263 939 718,76:46:ec:ba:79:eb,139.70.188.128,RO10VHHD2811046867574605,2025-04-07 14:30:10,5819,724,632,1904408,f2a35220-c80b-4095-a826-e4ddb7a7640f
Rica Ardelean,ricaardelean,ricaardelean@post.ro,6240103317096,2019-10-12,"Drumul Dinu Nr. 67 Bl. 51  Sc. 64 Ap. 669, Targu Ocna, 682277",0758 594 779,30:8a:a9:07:33:78,169.245.246.201,RO27IYCF7328772902451720,2025-04-07 14:30:10,24748,384,368,398471,f0ad64ed-46fc-4f4b-8222-6e6a3e34c68d
Frederic Popa,fredericpopa,fredericpopa@gmail.com,4050213179554,2011-02-28,"Aleea Aneta Tudor Nr. 705, Talmaciu, 341825",0769 351 416,9a:83:7f:d5:31:84,192.104.139.224,RO44BQKR3998695697870198,2025-04-07 14:30:10,5434,415,453,1732227,9cc97f76-da19-43e2-9b56-141425db81ca
Didina Manole,didinamanole,didinamanole@email.ro,5541029396211,1935-02-03,"Strada Dochioiu Nr. 10, Tudora, 275785",0711 562 279,90:46:8a:5a:bd:b5,81.250.199.36,RO88JPKS9388319109408381,2025-04-07 14:30:10,26821,907,316,1945630,cec1623f-11b3-4efc-bf10-59a3837ee2a2
Florentin Tudor,florentintudor,florentintudor@post.ro,4821117387367,1928-12-02,"Intrarea Nistor Nr. 24 Bl. 58  Sc. 11 Ap. 815, Sannicolau Mare, 897785",0247 835 338,46:ff:7e:75:f8:f2,153.152.194.209,RO46OZUL8328899783631846,2025-04-07 14:30:10,196,112,460,1946917,a7300d34-3022-4c7b-8961-4960a0d32c66
Visarion Stănescu,visarionstănescu,visarionstănescu@kappa.ro,8790914397098,1933-01-10,"Intrarea Aanei, Arad, 835590",0236 967 609,20:1f:af:64:a8:0b,62.98.182.227,RO37XGWV4550995909316414,2025-04-07 14:30:10,6718,361,167,1083129,c5379c42-3552-4f9a-90d2-6ff0c5e939da
Alistar Nistor,alistarnistor,alistarnistor@zzup.ro,6851022147471,1914-08-08,"Aleea Stan Nr. 65, Horodnic de Sus, 997447",0750 611 668,9c:2b:7a:ff:8a:a9,184.8.127.57,RO77CVMB6433546200297283,2025-04-07 14:30:10,14750,304,337,940814,8debe9b5-f6e9-448a-ab67-255e0aa43067
Aurel Stancu,aurelstancu,aurelstancu@141.ro,7590606135475,1921-11-20,"Strada Dobre, Cobadin, 173026",0253 811 665,ae:60:02:81:09:9c,158.244.176.49,RO28SRLP2659377360912555,2025-04-07 14:30:10,25575,75,612,1622745,4ebcd634-4812-4722-85ce-038d3bae3212
Matilda Aanei,matildaaanei,matildaaanei@zzup.ro,5390105451807,1999-02-05,"Drumul Dinu Nr. 592, Campulung, 332424",0263 137 711,dc:44:92:13:b7:63,28.83.231.39,RO37KQJQ2322607457437394,2025-04-07 14:30:10,12510,830,647,928374,af2b5540-595c-43c2-b5dd-5bbfc3b467ce
Toma Mocanu,tomamocanu,tomamocanu@acasa.ro,2710413298071,2006-01-27,"Strada Emil Nemeș, Intorsura Buzaului, 564022",0756 371 472,6e:32:b1:0e:cd:39,32.35.148.105,RO05REXG0524611526401689,2025-04-07 14:30:10,29418,626,797,1796940,b15ffb1d-1732-42d7-bd31-1f6db6d3e0bb
Simion Tomescu,simiontomescu,simiontomescu@acasa.ro,7490802370044,1935-04-26,"Bulevardul Stancu, Bacau, 604070",0238 511 901,2e:c9:59:06:7e:3d,16.158.118.163,RO52YEGM6279272916402272,2025-04-07 14:30:10,32761,613,192,1932886,5e40c899-2fd4-45fb-bf1c-92036b136311
Celia Eftimie,celiaeftimie,celiaeftimie@email.ro,8660528336819,1967-12-11,"Bulevardul Toma, Breaza de Sus, 497898",0755 771 195,98:90:20:d0:8a:7b,87.177.131.226,RO04GONX2976778531378017,2025-04-07 14:30:10,23096,894,57,1094685,7eb43318-c72d-4484-93af-6e753740e001
Eliza Oprea,elizaoprea,elizaoprea@141.ro,4880528225956,1938-07-20,"Drumul Nistor Nr. 407 Bl. 43  Sc. 40 Ap. 485, Campulung, 828297",0722 147 319,ae:5d:03:03:62:8d,181.108.33.219,RO42WQHY2873461804163783,2025-04-07 14:30:10,28983,644,277,1326433,f319437d-50a1-4d94-9865-d4648819269a
Filip Ardelean,filipardelean,filipardelean@141.ro,2830801460329,1941-05-31,"Bulevardul Mocanu, Curtea de Arges, 784752",0723 590 968,8a:c6:85:d7:72:15,128.215.221.66,RO62LLHR7484496657461496,2025-04-07 14:30:10,34157,162,654,190109,53c365ea-b687-44aa-bc1e-92ae08cb8ea7
Emanuel Gheorghiu,emanuelgheorghiu,emanuelgheorghiu@email.ro,5621213165943,1949-06-28,"Soseaua Eftimie Nr. 286 Bl. 45  Sc. 68 Ap. 657, Fundulea, 841484",0268 025 925,6a:5c:ef:52:94:ef,105.112.33.237,RO65DNND2982969213109469,2025-04-07 14:30:10,11496,96,787,1708978,48492c04-aa2d-4b19-a751-cc755f76b3fa
Maxim Diaconu,maximdiaconu,maximdiaconu@post.ro,5531001206296,2000-11-25,"Intrarea Stancu, Curtici, 781593",0763 272 158,f0:38:17:6d:29:f7,48.156.164.153,RO90WRKR6793950074907408,2025-04-07 14:30:10,12895,421,306,110132,4bfb38f4-7ee4-417a-b9bc-3211030ec285
Florian Diaconu,floriandiaconu,floriandiaconu@gmail.com,8480509146193,1961-04-25,"Bulevardul Titus Barbu, Valea Mare (Babeni), 827624",0237 304 288,5a:32:c8:a0:9a:82,117.76.196.167,RO73OYNG4974491423132145,2025-04-07 14:30:10,34398,40,367,1850075,7452560c-923b-41ad-8770-b2157b641447
Saveta Stancu,savetastancu,savetastancu@post.ro,8860419157839,1948-02-08,"Bulevardul Suciu Nr. 852 Bl. 48  Sc. 79 Ap. 814, Otelu Rosu, 249213",0247 764 448,de:7c:a4:c7:3f:af,201.204.26.130,RO59DTIG5764642580608312,2025-04-07 14:30:10,28255,92,600,853221,2f2ae3d8-a992-4da1-a4e1-a78811863ebd
Mălina Ionescu,mălinaionescu,mălinaionescu@post.ro,3550723022601,1991-08-14,"Strada Bartolomeu Barbu Nr. 56 Bl. 48  Sc. 81 Ap. 241, Satu Mare, 933714",0234 934 401,c2:ae:f2:c7:fd:9f,153.75.228.110,RO91XSYO9020397873048606,2025-04-07 14:30:10,6511,789,151,824980,365f1083-bb21-45ff-856e-d101c3d310d3
Alis Florea,alisflorea,alisflorea@email.ro,1050316037967,1920-08-09,"Bulevardul Emanuel Marin Nr. 550, Sinaia, 492071",0231 978 629,bc:ce:6f:21:94:a5,93.14.14.29,RO62PCOA9053246920591752,2025-04-07 14:30:10,24030,583,609,1632805,5bb4eeef-591e-4844-8b67-3df4b6b12f85
Aurica Dinu,auricadinu,auricadinu@acasa.ro,3561117313061,2003-10-24,"Intrarea Stoica Nr. 887, Avrig, 702022",0780 082 167,46:89:df:ac:36:9a,202.153.243.242,RO44LEDH6315333477601029,2025-04-07 14:30:10,18123,767,367,725616,bd7a93a9-78bd-4f55-ada4-b63830027825
Carol Mazilescu,carolmazilescu,carolmazilescu@kappa.ro,8090112271953,1916-10-06,"Aleea Emil Eftimie, Sighetu Marmatiei, 558128",0240 268 322,da:76:68:18:fb:5d,175.75.130.184,RO35XYSH6527370523659686,2025-04-07 14:30:10,35812,700,760,885443,4378fa80-99b0-4388-92b2-91bf54f58668
Cristofor Stan,cristoforstan,cristoforstan@post.ro,8560129513537,2019-10-22,"Drumul Stănescu Nr. 23, Zalau, 162811",0753 810 394,4e:a7:fc:9b:3a:e8,64.74.76.219,RO05WACI9886544248600132,2025-04-07 14:30:10,35761,371,416,599029,998fcfad-cf49-40e0-b536-a80c5bb370c0
Rada Stoica,radastoica,radastoica@kappa.ro,6340418466032,1969-08-18,"Intrarea Suciu Nr. 68, Plosca, 815571",0753 915 484,38:74:66:52:db:9f,189.228.224.231,RO80XIYD5373312113640969,2025-04-07 14:30:10,12391,681,764,1059243,4eff89a1-e5c4-42d9-bf90-10437c6fae6d
Eliana Ioniță,elianaioniță,elianaioniță@post.ro,1030410011444,1937-01-14,"Soseaua Aristița Toma, Sancraiu de Mures, 212463",0239 109 132,58:f0:cc:c6:62:26,92.52.52.148,RO42NXOD9565706981800047,2025-04-07 14:30:10,3444,455,613,1370284,485f1b6d-66f3-46d7-b1f0-02003956cffb
Valentina Dochioiu,valentinadochioiu,valentinadochioiu@email.ro,2551214030611,1948-12-17,"Intrarea Voinea Nr. 876, Babeni, 149596",0749 254 781,88:90:e7:01:7f:29,151.76.206.250,RO26RGDQ4686440715554030,2025-04-07 14:30:10,12576,837,412,1139721,e0d6f635-311a-48ef-9dc3-fd07b28a925a
Gabriel Dobre,gabrieldobre,gabrieldobre@acasa.ro,2751010232731,1996-05-02,"Aleea Mazilescu Nr. 866, Barlad, 613198",0724 310 407,54:12:51:52:48:ca,155.208.240.17,RO61RFIP0920477287164450,2025-04-07 14:30:10,11159,154,234,1267614,0f9a2462-e1c2-496e-85ef-445038e2266b
Ica Stan,icastan,icastan@zzup.ro,5840220079375,1971-02-25,"Bulevardul Stancu Nr. 44, Babadag, 708010",0745 984 695,10:b6:1f:1b:a1:ea,32.69.202.34,RO33ONRL4328275785087600,2025-04-07 14:30:10,18268,131,315,1856998,0d7dd0ef-13ea-47d4-b67e-316a152807a7
